DATE,Completion,pet,gas,agua,FirstDate,ProdTotalDaysCum
1/05/1998,AL-6:C,494,1253,394,1/09/1976,7609
1/06/1998,AL-6:C,476,1470,320,1/09/1976,7639
1/07/1998,AL-6:C,477,845,338,1/09/1976,7670
1/08/1998,AL-6:C,456,1298,363,1/09/1976,7701
1/09/1998,AL-6:C,471,1546,498,1/09/1976,7731
1/10/1998,AL-6:C,595,1387,261,1/09/1976,7762
1/11/1998,AL-6:C,552,1323,302,1/09/1976,7792
1/12/1998,AL-6:C,214,881,254,1/09/1976,7823
1/01/1999,AL-6:C,259,880,333,1/09/1976,7854
1/02/1999,AL-6:C,524,1121,545,1/09/1976,7882
1/03/1999,AL-6:C,480,700,375,1/09/1976,7913
1/04/1999,AL-6:C,452,700,408,1/09/1976,7943
1/05/1999,AL-6:C,425,748,499,1/09/1976,7974
1/06/1999,AL-6:C,478,724,548,1/09/1976,8004
1/07/1999,AL-6:C,452,600,507,1/09/1976,8035
1/08/1999,AL-6:C,477,445,485,1/09/1976,8066
1/09/1999,AL-6:C,463,430,543,1/09/1976,8096
1/10/1999,AL-6:C,427,315,363,1/09/1976,8127
1/11/1999,AL-6:C,436,251,417,1/09/1976,8157
1/12/1999,AL-6:C,388,324,524,1/09/1976,8188
1/01/2000,AL-6:C,372,338,492,1/09/1976,8219
1/02/2000,AL-6:C,367,599,389,1/09/1976,8248
1/03/2000,AL-6:C,352,567,346,1/09/1976,8279
1/04/2000,AL-6:C,402,654,480,1/09/1976,8309
1/05/2000,AL-6:C,468,658,344,1/09/1976,8340
1/06/2000,AL-6:C,443,630,404,1/09/1976,8370
1/07/2000,AL-6:C,367,587,318,1/09/1976,8401
1/08/2000,AL-6:C,339,547,337,1/09/1976,8432
1/09/2000,AL-6:C,314,588,428,1/09/1976,8462
1/10/2000,AL-6:C,458,525,555,1/09/1976,8493
1/11/2000,AL-6:C,474,523,472,1/09/1976,8523
1/12/2000,AL-6:C,421,543,438,1/09/1976,8554
1/01/2001,AL-6:C,437,555,330,1/09/1976,8585
1/02/2001,AL-6:C,396,550,418,1/09/1976,8613
1/03/2001,AL-6:C,393,604,533,1/09/1976,8644
1/04/2001,AL-6:C,358,605,485,1/09/1976,8674
1/05/2001,AL-6:C,401,602,482,1/09/1976,8705
1/06/2001,AL-6:C,404,589,505,1/09/1976,8735
1/07/2001,AL-6:C,406,528,476,1/09/1976,8766
1/08/2001,AL-6:C,394,528,432,1/09/1976,8797
1/09/2001,AL-6:C,379,406,326,1/09/1976,8827
1/10/2001,AL-6:C,342,391,398,1/09/1976,8858
1/11/2001,AL-6:C,378,372,409,1/09/1976,8888
1/12/2001,AL-6:C,417,353,458,1/09/1976,8919
1/01/2002,AL-6:C,458,423,442,1/09/1976,8950
1/02/2002,AL-6:C,356,304,373,1/09/1976,8978
1/03/2002,AL-6:C,429,398,509,1/09/1976,9009
1/04/2002,AL-6:C,420,387,482,1/09/1976,9039
1/05/2002,AL-6:C,378,378,593,1/09/1976,9070
1/06/2002,AL-6:C,381,360,753,1/09/1976,9100
1/07/2002,AL-6:C,458,368,484,1/09/1976,9131
1/08/2002,AL-6:C,355,307,458,1/09/1976,9162
1/09/2002,AL-6:C,484,407,539,1/09/1976,9192
1/10/2002,AL-6:C,552,161,503,1/09/1976,9223
1/11/2002,AL-6:C,393,145,423,1/09/1976,9253
1/12/2002,AL-6:C,401,185,545,1/09/1976,9284
1/01/2003,AL-6:C,417,222,486,1/09/1976,9315
1/02/2003,AL-6:C,353,172,362,1/09/1976,9343
1/03/2003,AL-6:C,393,222,430,1/09/1976,9374
1/04/2003,AL-6:C,425,580,397,1/09/1976,9404
1/05/2003,AL-6:C,376,541,462,1/09/1976,9435
1/06/2003,AL-6:C,379,576,488,1/09/1976,9465
1/07/2003,AL-6:C,412,595,461,1/09/1976,9496
1/08/2003,AL-6:C,398,595,512,1/09/1976,9527
1/09/2003,AL-6:C,412,576,483,1/09/1976,9557
1/10/2003,AL-6:C,416,595,474,1/09/1976,9588
1/11/2003,AL-6:C,338,359,464,1/09/1976,9618
1/12/2003,AL-6:C,428,359,491,1/09/1976,9649
1/01/2004,AL-6:C,391,371,376,1/09/1976,9680
1/02/2004,AL-6:C,373,348,480,1/09/1976,9709
1/03/2004,AL-6:C,385,390,457,1/09/1976,9740
1/04/2004,AL-6:C,320,360,392,1/09/1976,9770
1/05/2004,AL-6:C,397,312,393,1/09/1976,9801
1/06/2004,AL-6:C,388,390,351,1/09/1976,9831
1/07/2004,AL-6:C,359,337,383,1/09/1976,9862
1/08/2004,AL-6:C,392,450,389,1/09/1976,9893
1/09/2004,AL-6:C,336,363,328,1/09/1976,9923
1/10/2004,AL-6:C,364,421,354,1/09/1976,9954
1/11/2004,AL-6:C,345,435,360,1/09/1976,9984
1/12/2004,AL-6:C,358,450,318,1/09/1976,10015
1/01/2005,AL-6:C,356,402,340,1/09/1976,10046
1/02/2005,AL-6:C,312,350,315,1/09/1976,10074
1/03/2005,AL-6:C,379,402,313,1/09/1976,10105
1/04/2005,AL-6:C,325,380,425,1/09/1976,10135
1/05/2005,AL-6:C,354,391,395,1/09/1976,10166
1/06/2005,AL-6:C,347,378,367,1/09/1976,10196
1/07/2005,AL-6:C,348,289,373,1/09/1976,10227
1/08/2005,AL-6:C,351,280,387,1/09/1976,10258
1/09/2005,AL-6:C,322,250,345,1/09/1976,10288
1/10/2005,AL-6:C,338,258,337,1/09/1976,10319
1/11/2005,AL-6:C,328,289,345,1/09/1976,10349
1/12/2005,AL-6:C,342,299,343,1/09/1976,10380
1/01/2006,AL-6:C,336,254,406,1/09/1976,10411
1/02/2006,AL-6:C,310,310,329,1/09/1976,10439
1/03/2006,AL-6:C,343,343,344,1/09/1976,10470
1/04/2006,AL-6:C,332,307,344,1/09/1976,10500
1/05/2006,AL-6:C,345,317,324,1/09/1976,10531
1/06/2006,AL-6:C,329,345,386,1/09/1976,10561
1/07/2006,AL-6:C,335,279,424,1/09/1976,10592
1/08/2006,AL-6:C,342,309,365,1/09/1976,10623
1/09/2006,AL-6:C,346,299,292,1/09/1976,10653
1/10/2006,AL-6:C,347,308,329,1/09/1976,10684
1/11/2006,AL-6:C,323,331,394,1/09/1976,10714
1/12/2006,AL-6:C,354,299,392,1/09/1976,10745
1/01/2007,AL-6:C,358,403,452,1/09/1976,10776
1/02/2007,AL-6:C,315,351,323,1/09/1976,10804
1/03/2007,AL-6:C,346,390,363,1/09/1976,10835
1/04/2007,AL-6:C,339,302,344,1/09/1976,10865
1/05/2007,AL-6:C,353,432,366,1/09/1976,10896
1/06/2007,AL-6:C,219,334,252,1/09/1976,10926
1/07/2007,AL-6:C,165,306,180,1/09/1976,10957
1/08/2007,AL-6:C,224,312,378,1/09/1976,10988
1/09/2007,AL-6:C,338,561,405,1/09/1976,11018
1/10/2007,AL-6:C,336,582,355,1/09/1976,11049
1/11/2007,AL-6:C,319,563,375,1/09/1976,11079
1/12/2007,AL-6:C,343,582,398,1/09/1976,11110
1/01/2008,AL-6:C,357,563,396,1/09/1976,11141
1/02/2008,AL-6:C,202,319,300,1/09/1976,11170
1/03/2008,AL-6:C,364,582,434,1/09/1976,11201
1/04/2008,AL-6:C,356,563,378,1/09/1976,11231
1/05/2008,AL-6:C,318,1249,345,1/09/1976,11262
1/06/2008,AL-6:C,343,1272,281,1/09/1976,11292
1/07/2008,AL-6:C,346,1108,360,1/09/1976,11323
1/08/2008,AL-6:C,344,346,320,1/09/1976,11354
1/09/2008,AL-6:C,346,314,303,1/09/1976,11384
1/10/2008,AL-6:C,310,347,302,1/09/1976,11415
1/11/2008,AL-6:C,291,307,313,1/09/1976,11445
1/12/2008,AL-6:C,312,366,310,1/09/1976,11476
1/01/2009,AL-6:C,288,376,295,1/09/1976,11507
1/02/2009,AL-6:C,273,323,256,1/09/1976,11535
1/03/2009,AL-6:C,304,301,282,1/09/1976,11566
1/04/2009,AL-6:C,291,370,279,1/09/1976,11596
1/05/2009,AL-6:C,266,340,334,1/09/1976,11627
1/06/2009,AL-6:C,329,313,325,1/09/1976,11657
1/07/2009,AL-6:C,324,375,309,1/09/1976,11688
1/08/2009,AL-6:C,311,303,272,1/09/1976,11719
1/09/2009,AL-6:C,307,282,283,1/09/1976,11749
1/10/2009,AL-6:C,309,292,338,1/09/1976,11780
1/11/2009,AL-6:C,302,452,289,1/09/1976,11810
1/12/2009,AL-6:C,314,397,327,1/09/1976,11841
1/01/2010,AL-6:C,286,380,273,1/09/1976,11872
1/02/2010,AL-6:C,232,330,226,1/09/1976,11900
1/03/2010,AL-6:C,213,385,264,1/09/1976,11931
1/04/2010,AL-6:C,314,426,283,1/09/1976,11961
1/05/2010,AL-6:C,291,428,288,1/09/1976,11992
1/06/2010,AL-6:C,280,502,267,1/09/1976,12022
1/07/2010,AL-6:C,269,487,253,1/09/1976,12053
1/08/2010,AL-6:C,251,499,211,1/09/1976,12084
1/09/2010,AL-6:C,247,495,203,1/09/1976,12114
1/10/2010,AL-6:C,244,545,213,1/09/1976,12145
1/11/2010,AL-6:C,209,557,214,1/09/1976,12175
1/12/2010,AL-6:C,212,564,212,1/09/1976,12206
1/01/2011,AL-6:C,213,331,217,1/09/1976,12237
1/02/2011,AL-6:C,184,324,280,1/09/1976,12265
1/03/2011,AL-6:C,235,436,310,1/09/1976,12296
1/04/2011,AL-6:C,261,455,240,1/09/1976,12326
1/05/2011,AL-6:C,284,436.16,279,1/09/1976,12357
1/06/2011,AL-6:C,186,267.74,281,1/09/1976,12387
1/07/2011,AL-6:C,217,313,306,1/09/1976,12418
1/08/2011,AL-6:C,236,287,254,1/09/1976,12449
1/09/2011,AL-6:C,251,260,273,1/09/1976,12479
1/10/2011,AL-6:C,230,221,327,1/09/1976,12510
1/11/2011,AL-6:C,237,204,304,1/09/1976,12540
1/12/2011,AL-6:C,263,248,321,1/09/1976,12571
1/01/2012,AL-6:C,262,261,309,1/09/1976,12602
1/02/2012,AL-6:C,231,227,296,1/09/1976,12631
1/03/2012,AL-6:C,228,274,306,1/09/1976,12662
1/04/2012,AL-6:C,212,242,281,1/09/1976,12692
1/05/2012,AL-6:C,227,217,276,1/09/1976,12723
1/06/2012,AL-6:C,219,181,294,1/09/1976,12753
1/07/2012,AL-6:C,219,207,316,1/09/1976,12784
1/08/2012,AL-6:C,203,285,217,1/09/1976,12815
1/09/2012,AL-6:C,222,293,233,1/09/1976,12845
1/10/2012,AL-6:C,184,278,223,1/09/1976,12876
1/11/2012,AL-6:C,223,361,237,1/09/1976,12906
1/12/2012,AL-6:C,222,434,253,1/09/1976,12937
1/01/2013,AL-6:C,225,426,271,1/09/1976,12968
1/02/2013,AL-6:C,186,327,238,1/09/1976,12996
1/03/2013,AL-6:C,220,345,254,1/09/1976,13027
1/04/2013,AL-6:C,189,265,216,1/09/1976,13057
1/05/2013,AL-6:C,216,272,266,1/09/1976,13088
1/06/2013,AL-6:C,179,246,268,1/09/1976,13118
1/07/2013,AL-6:C,195,299,244,1/09/1976,13149
1/08/2013,AL-6:C,209,272,251,1/09/1976,13180
1/09/2013,AL-6:C,207,263,257,1/09/1976,13210
1/10/2013,AL-6:C,200,275,233,1/09/1976,13241
1/11/2013,AL-6:C,177,269,232,1/09/1976,13271
1/12/2013,AL-6:C,223,279,284,1/09/1976,13302
1/01/2014,AL-6:C,204,302.64,243,1/09/1976,13333
1/02/2014,AL-6:C,205,308,216,1/09/1976,13361
1/03/2014,AL-6:C,223,341,618,1/09/1976,13392
1/04/2014,AL-6:C,189,293,275,1/09/1976,13422
1/05/2014,AL-6:C,215,309,269,1/09/1976,13453
1/06/2014,AL-6:C,202,293,242,1/09/1976,13483
1/07/2014,AL-6:C,199,280,284,1/09/1976,13514
1/08/2014,AL-6:C,195,279,289,1/09/1976,13545
1/09/2014,AL-6:C,185,258,295,1/09/1976,13575
1/10/2014,AL-6:C,181,271,260,1/09/1976,13606
1/11/2014,AL-6:C,203,263,273,1/09/1976,13636
1/12/2014,AL-6:C,210,279,283,1/09/1976,13667
1/01/2015,AL-6:C,215,279,290,1/09/1976,13698
1/02/2015,AL-6:C,211,254,257,1/09/1976,13726
1/03/2015,AL-6:C,216,279,247,1/09/1976,13757
1/04/2015,AL-6:C,207,265,236,1/09/1976,13787
1/05/2015,AL-6:C,238,290,244,1/09/1976,13818
1/06/2015,AL-6:C,196,278,238,1/09/1976,13848
1/07/2015,AL-6:C,207,283,263,1/09/1976,13879
1/08/2015,AL-6:C,219,218,232,1/09/1976,13910
1/09/2015,AL-6:C,183,402,195,1/09/1976,13940
1/10/2015,AL-6:C,240,373,153,1/09/1976,13971
1/11/2015,AL-6:C,188,358,139,1/09/1976,14001
1/12/2015,AL-6:C,192,372,134,1/09/1976,14032
1/01/2016,AL-6:C,212,404,171,1/09/1976,14063
1/02/2016,AL-6:C,182,413,249,1/09/1976,14092
1/03/2016,AL-6:C,127,446.19,91,1/09/1976,14123
1/04/2016,AL-6:C,199,444.71,204,1/09/1976,14153
1/05/2016,AL-6:C,183,456.07,188,1/09/1976,14184
1/06/2016,AL-6:C,185,358,205,1/09/1976,14214
1/07/2016,AL-6:C,190,455,224,1/09/1976,14245
1/08/2016,AL-6:C,110,293,128,1/09/1976,14276
1/09/2016,AL-6:C,,,,1/09/1976,14276
1/10/2016,AL-6:C,,,,1/09/1976,14276
1/11/2016,AL-6:C,100,145,206,1/09/1976,14306
1/12/2016,AL-6:C,231,248,265,1/09/1976,14337
1/01/2017,AL-6:C,215,309,205,1/09/1976,14368
1/02/2017,AL-6:C,132,178,189,1/09/1976,14396
1/03/2017,AL-6:C,168,160,180,1/09/1976,14427
1/04/2017,AL-6:C,202,143,264,1/09/1976,14457
1/05/2017,AL-6:C,170,153,195,1/09/1976,14488
1/06/2017,AL-6:C,178,150,201,1/09/1976,14518
1/07/2017,AL-6:C,148,155,173,1/09/1976,14549
1/08/2017,AL-6:C,191,183,176,1/09/1976,14580
1/09/2017,AL-6:C,168,180,238,1/09/1976,14610
1/10/2017,AL-6:C,188,217,255,1/09/1976,14641
1/11/2017,AL-6:C,177,180,215,1/09/1976,14671
1/12/2017,AL-6:C,227,155,183,1/09/1976,14702
1/01/2018,AL-6:C,222,155,198,1/09/1976,14733
1/02/2018,AL-6:C,207,118,172,1/09/1976,14761
1/03/2018,AL-6:C,159,124,168,1/09/1976,14792
1/04/2018,AL-6:C,108,150,126,1/09/1976,14822
1/05/2018,AL-6:C,109,172,124,1/09/1976,14853
1/06/2018,AL-6:C,82,145,123,1/09/1976,14883
1/07/2018,AL-6:C,152,147,132,1/09/1976,14914
1/08/2018,AL-6:C,190,186,102,1/09/1976,14945
1/09/2018,AL-6:C,149,150,219,1/09/1976,14975
1/10/2018,AL-6:C,128,248,150,1/09/1976,15006
1/11/2018,AL-6:C,149,240,161,1/09/1976,15036
1/12/2018,AL-6:C,153,217,248,1/09/1976,15067
1/01/2019,AL-6:C,52,217,67,1/09/1976,15098
1/02/2019,AL-6:C,108,219,60,1/09/1976,15126
1/03/2019,AL-6:C,152,282,215,1/09/1976,15157
1/04/2019,AL-6:C,153,194,165,1/09/1976,15187
1/05/2019,AL-6:C,170,198,116,1/09/1976,15218
1/06/2019,AL-6:C,137,186,151,1/09/1976,15248
1/07/2019,AL-6:C,147,237,161,1/09/1976,15279
1/08/2019,AL-6:C,149,322,168,1/09/1976,15310
1/09/2019,AL-6:C,117,502,136,1/09/1976,15340
1/10/2019,AL-6:C,181,608,201,1/09/1976,15371
1/11/2019,AL-6:C,137,697,212,1/09/1976,15401
1/12/2019,AL-6:C,182,249,219,1/09/1976,15432
1/01/2020,AL-6:C,171,246,146,1/09/1976,15463
1/02/2020,AL-6:C,169,298,228,1/09/1976,15492
1/03/2020,AL-6:C,173,334,405,1/09/1976,15523
1/04/2020,AL-6:C,158,301,278,1/09/1976,15553
1/05/2020,AL-6:C,141,321,262,1/09/1976,15584
1/06/2020,AL-6:C,132,331,218,1/09/1976,15614
1/07/2020,AL-6:C,146,349,260,1/09/1976,15645
1/08/2020,AL-6:C,145,363,144,1/09/1976,15676
1/09/2020,AL-6:C,120,307,266,1/09/1976,15706
1/10/2020,AL-6:C,149,382,249,1/09/1976,15737
1/11/2020,AL-6:C,135,358,232,1/09/1976,15767
1/12/2020,AL-6:C,141,442,185,1/09/1976,15798
1/01/2021,AL-6:C,140,438,155,1/09/1976,15829
1/02/2021,AL-6:C,130,543,96,1/09/1976,15857
1/03/2021,AL-6:C,128,404,116,1/09/1976,15888
1/04/2021,AL-6:C,137,424,106,1/09/1976,15918
1/05/2021,AL-6:C,151,444,171,1/09/1976,15949
1/06/2021,AL-6:C,135,400,160,1/09/1976,15979
1/07/2021,AL-6:C,118,453,27,1/09/1976,16010
1/08/2021,AL-6:C,143,436,139,1/09/1976,16041
1/09/2021,AL-6:C,144,428,137,1/09/1976,16071
1/10/2021,AL-6:C,98,467,0,1/09/1976,16102
1/11/2021,AL-6:C,117,453,81,1/09/1976,16132
1/12/2021,AL-6:C,53,203,44,1/09/1976,16163
1/01/2022,AL-6:C,62,321,269,1/09/1976,16194
1/02/2022,AL-6:C,51,252,335,1/09/1976,16222
1/03/2022,AL-6:C,86,511,216,1/09/1976,16253
1/04/2022,AL-6:C,114,637,165,1/09/1976,16283
1/05/2022,AL-6:C,96,670,170,1/09/1976,16314
1/06/2022,AL-6:C,109,611,121,1/09/1976,16344
1/07/2022,AL-6:C,120,663,131,1/09/1976,16375
1/08/2022,AL-6:C,92,630,136,1/09/1976,16406
1/09/2022,AL-6:C,114,732,180,1/09/1976,16436
1/10/2022,AL-6:C,96,1087,196,1/09/1976,16467
1/11/2022,AL-6:C,107,763,192,1/09/1976,16497
1/12/2022,AL-6:C,102,791,147,1/09/1976,16528
1/01/2023,AL-6:C,142,776,124,1/09/1976,16559
1/02/2023,AL-6:C,95,961,120,1/09/1976,16587
1/08/1972,AL-7:A,11381,3779,558,1/08/1972,31
1/09/1972,AL-7:A,6892,4199,270,1/08/1972,61
1/10/1972,AL-7:A,5136,3634,92,1/08/1972,92
1/11/1972,AL-7:A,5095,3770,120,1/08/1972,122
1/12/1972,AL-7:A,8616,8466,465,1/08/1972,153
1/01/1973,AL-7:A,2959,2621,174,1/08/1972,184
1/02/1973,AL-7:A,1830,3115,168,1/08/1972,212
1/03/1973,AL-7:A,1800,3199,186,1/08/1972,243
1/04/1973,AL-7:A,2524,3340,150,1/08/1972,273
1/05/1973,AL-7:A,1913,3294,224,1/08/1972,304
1/06/1973,AL-7:A,2798,3659,690,1/08/1972,334
1/07/1973,AL-7:A,2121,4720,392,1/08/1972,365
1/08/1973,AL-7:A,1777,3160,180,1/08/1972,396
1/09/1973,AL-7:A,2072,2864,280,1/08/1972,426
1/10/1973,AL-7:A,2233,5886,270,1/08/1972,457
1/11/1973,AL-7:A,1972,5366,270,1/08/1972,487
1/12/1973,AL-7:A,1856,3279,279,1/08/1972,518
1/01/1974,AL-7:A,2149,4977,510,1/08/1972,549
1/02/1974,AL-7:A,1088,2741,92,1/08/1972,577
1/03/1974,AL-7:A,1650,10283,180,1/08/1972,608
1/04/1974,AL-7:A,1695,8285,203,1/08/1972,638
1/05/1974,AL-7:A,1663,2827,248,1/08/1972,669
1/06/1974,AL-7:A,1549,1751,180,1/08/1972,699
1/07/1974,AL-7:A,1634,1953,155,1/08/1972,730
1/08/1974,AL-7:A,1616,1728,120,1/08/1972,761
1/09/1974,AL-7:A,1443,2918,120,1/08/1972,791
1/10/1974,AL-7:A,1726,3154,203,1/08/1972,822
1/11/1974,AL-7:A,2187,4032,308,1/08/1972,852
1/12/1974,AL-7:A,2316,5007,279,1/08/1972,883
1/01/1975,AL-7:A,1629,7189,150,1/08/1972,914
1/02/1975,AL-7:A,1428,2461,133,1/08/1972,942
1/03/1975,AL-7:A,2785,3552,660,1/08/1972,973
1/04/1975,AL-7:A,1569,5215,836,1/08/1972,1003
1/05/1975,AL-7:A,2851,5274,1302,1/08/1972,1034
1/06/1975,AL-7:A,2691,5084,1305,1/08/1972,1064
1/07/1975,AL-7:A,2552,4998,1232,1/08/1972,1095
1/08/1975,AL-7:A,1376,5396,1300,1/08/1972,1126
1/09/1975,AL-7:A,1383,4885,1350,1/08/1972,1156
1/10/1975,AL-7:A,1380,4065,984,1/08/1972,1187
1/11/1975,AL-7:A,508,2464,676,1/08/1972,1217
1/12/1975,AL-7:A,1038,5996,750,1/08/1972,1248
1/01/1976,AL-7:A,,,,1/08/1972,1248
1/02/1976,AL-7:A,,,,1/08/1972,1248
1/03/1976,AL-7:A,240,2000,140,1/08/1972,1279
1/04/1976,AL-7:A,787,2989,1206,1/08/1972,1309
1/05/1976,AL-7:A,1268,8850,279,1/08/1972,1340
1/06/1976,AL-7:A,1060,2507,680,1/08/1972,1370
1/07/1976,AL-7:A,1590,2302,713,1/08/1972,1401
1/08/1976,AL-7:A,421,553,280,1/08/1972,1432
1/09/1976,AL-7:A,,,,1/08/1972,1432
1/10/1976,AL-7:A,1095,421,1032,1/08/1972,1463
1/11/1976,AL-7:A,823,236,289,1/08/1972,1493
1/12/1976,AL-7:A,347,885,240,1/08/1972,1524
1/01/1977,AL-7:A,1389,4063,925,1/08/1972,1555
1/02/1977,AL-7:A,1510,5689,812,1/08/1972,1583
1/03/1977,AL-7:A,1691,5618,620,1/08/1972,1614
1/04/1977,AL-7:A,1648,3619,493,1/08/1972,1644
1/05/1977,AL-7:A,1421,3801,450,1/08/1972,1675
1/06/1977,AL-7:A,1289,1680,551,1/08/1972,1705
1/07/1977,AL-7:A,1141,2082,288,1/08/1972,1736
1/08/1977,AL-7:A,1063,1800,620,1/08/1972,1767
1/09/1977,AL-7:A,1002,1794,420,1/08/1972,1797
1/10/1977,AL-7:A,982,1509,589,1/08/1972,1828
1/11/1977,AL-7:A,640,1311,377,1/08/1972,1858
1/12/1977,AL-7:A,1410,2577,310,1/08/1972,1889
1/01/1978,AL-7:A,873,1510,403,1/08/1972,1920
1/02/1978,AL-7:A,1022,2703,374,1/08/1972,1948
1/03/1978,AL-7:A,,,,1/08/1972,1948
1/04/1978,AL-7:A,,,,1/08/1972,1948
1/05/1978,AL-7:A,,,,1/08/1972,1948
1/06/1978,AL-7:A,,,,1/08/1972,1948
1/07/1978,AL-7:A,,,,1/08/1972,1948
1/08/1978,AL-7:A,,,,1/08/1972,1948
1/09/1978,AL-7:A,,,,1/08/1972,1948
1/10/1978,AL-7:A,,,,1/08/1972,1948
1/11/1978,AL-7:A,,,,1/08/1972,1948
1/12/1978,AL-7:A,,,,1/08/1972,1948
1/01/1979,AL-7:A,,,,1/08/1972,1948
1/02/1979,AL-7:A,,,,1/08/1972,1948
1/03/1979,AL-7:A,,,,1/08/1972,1948
1/04/1979,AL-7:A,,,,1/08/1972,1948
1/05/1979,AL-7:A,,,,1/08/1972,1948
1/06/1979,AL-7:A,,,,1/08/1972,1948
1/07/1979,AL-7:A,,,,1/08/1972,1948
1/08/1979,AL-7:A,,,,1/08/1972,1948
1/09/1979,AL-7:A,,,,1/08/1972,1948
1/10/1979,AL-7:A,,,,1/08/1972,1948
1/11/1979,AL-7:A,,,,1/08/1972,1948
1/12/1979,AL-7:A,,,,1/08/1972,1948
1/01/1980,AL-7:A,,,,1/08/1972,1948
1/02/1980,AL-7:A,,,,1/08/1972,1948
1/03/1980,AL-7:A,,,,1/08/1972,1948
1/04/1980,AL-7:A,,,,1/08/1972,1948
1/05/1980,AL-7:A,,,,1/08/1972,1948
1/06/1980,AL-7:A,,,,1/08/1972,1948
1/07/1980,AL-7:A,,,,1/08/1972,1948
1/08/1980,AL-7:A,,,,1/08/1972,1948
1/09/1980,AL-7:A,,,,1/08/1972,1948
1/10/1980,AL-7:A,,,,1/08/1972,1948
1/11/1980,AL-7:A,,,,1/08/1972,1948
1/12/1980,AL-7:A,,,,1/08/1972,1948
1/01/1981,AL-7:A,,,,1/08/1972,1948
1/02/1981,AL-7:A,,,,1/08/1972,1948
1/03/1981,AL-7:A,,,,1/08/1972,1948
1/04/1981,AL-7:A,,,,1/08/1972,1948
1/05/1981,AL-7:A,,,,1/08/1972,1948
1/06/1981,AL-7:A,,,,1/08/1972,1948
1/07/1981,AL-7:A,,,,1/08/1972,1948
1/08/1981,AL-7:A,,,,1/08/1972,1948
1/09/1981,AL-7:A,,,,1/08/1972,1948
1/10/1981,AL-7:A,,,,1/08/1972,1948
1/11/1981,AL-7:A,,,,1/08/1972,1948
1/12/1981,AL-7:A,,,,1/08/1972,1948
1/01/1982,AL-7:A,,,,1/08/1972,1948
1/02/1982,AL-7:A,,,,1/08/1972,1948
1/03/1982,AL-7:A,,,,1/08/1972,1948
1/04/1982,AL-7:A,,,,1/08/1972,1948
1/05/1982,AL-7:A,,,,1/08/1972,1948
1/06/1982,AL-7:A,,,,1/08/1972,1948
1/07/1982,AL-7:A,,,,1/08/1972,1948
1/08/1982,AL-7:A,,,,1/08/1972,1948
1/09/1982,AL-7:A,,,,1/08/1972,1948
1/10/1982,AL-7:A,,,,1/08/1972,1948
1/11/1982,AL-7:A,,,,1/08/1972,1948
1/12/1982,AL-7:A,,,,1/08/1972,1948
1/01/1983,AL-7:A,,,,1/08/1972,1948
1/02/1983,AL-7:A,,,,1/08/1972,1948
1/03/1983,AL-7:A,,,,1/08/1972,1948
1/04/1983,AL-7:A,,,,1/08/1972,1948
1/05/1983,AL-7:A,,,,1/08/1972,1948
1/06/1983,AL-7:A,,,,1/08/1972,1948
1/07/1983,AL-7:A,,,,1/08/1972,1948
1/08/1983,AL-7:A,,,,1/08/1972,1948
1/09/1983,AL-7:A,,,,1/08/1972,1948
1/10/1983,AL-7:A,,,,1/08/1972,1948
1/11/1983,AL-7:A,,,,1/08/1972,1948
1/12/1983,AL-7:A,,,,1/08/1972,1948
1/01/1984,AL-7:A,0,0,0,1/08/1972,1948
1/02/1984,AL-7:A,0,0,0,1/08/1972,1948
1/03/1984,AL-7:A,0,0,0,1/08/1972,1948
1/04/1984,AL-7:A,0,0,0,1/08/1972,1948
1/05/1984,AL-7:A,0,0,0,1/08/1972,1948
1/06/1984,AL-7:A,0,0,0,1/08/1972,1948
1/07/1984,AL-7:A,0,0,0,1/08/1972,1948
1/08/1984,AL-7:A,0,0,0,1/08/1972,1948
1/09/1984,AL-7:A,0,0,0,1/08/1972,1948
1/10/1984,AL-7:A,0,0,0,1/08/1972,1948
1/11/1984,AL-7:A,0,0,0,1/08/1972,1948
1/12/1984,AL-7:A,0,0,0,1/08/1972,1948
1/01/1985,AL-7:A,0,0,0,1/08/1972,1948
1/02/1985,AL-7:A,0,0,0,1/08/1972,1948
1/03/1985,AL-7:A,0,0,0,1/08/1972,1948
1/04/1985,AL-7:A,0,0,0,1/08/1972,1948
1/05/1985,AL-7:A,0,0,0,1/08/1972,1948
1/06/1985,AL-7:A,0,0,0,1/08/1972,1948
1/07/1985,AL-7:A,0,0,0,1/08/1972,1948
1/08/1985,AL-7:A,0,0,0,1/08/1972,1948
1/09/1985,AL-7:A,0,0,0,1/08/1972,1948
1/10/1985,AL-7:A,0,0,0,1/08/1972,1948
1/11/1985,AL-7:A,0,0,0,1/08/1972,1948
1/12/1985,AL-7:A,0,0,0,1/08/1972,1948
1/01/1986,AL-7:A,0,0,0,1/08/1972,1948
1/02/1986,AL-7:A,0,0,0,1/08/1972,1948
1/03/1986,AL-7:A,0,0,0,1/08/1972,1948
1/04/1986,AL-7:A,0,0,0,1/08/1972,1948
1/05/1986,AL-7:A,0,0,0,1/08/1972,1948
1/06/1986,AL-7:A,0,0,0,1/08/1972,1948
1/07/1986,AL-7:A,0,0,0,1/08/1972,1948
1/08/1986,AL-7:A,0,0,0,1/08/1972,1948
1/09/1986,AL-7:A,0,0,0,1/08/1972,1948
1/10/1986,AL-7:A,0,0,0,1/08/1972,1948
